vault_address,vault_symbol,vault_name,asset_address,asset_symbol,asset_name,asset_decimals,total_assets_base_units,total_aum_usd_m,event_count
0xd9a442856c234a39a81a089c06451ebaa4306a72,pufETH,pufETH,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,WETH,Wrapped Ether,18,497691428965684445646839,1526.33,66873
0xea1a6307d9b18f8d1cbf1c3dd6aad8416c06a221,LQIDETHFIV1,Ether.fi-Liquid1,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,WETH,Wrapped Ether,18,145405285432204349641503,445.932,26633
